,id,name,address,types,rating,rating_n,international_phone_number,current_popularity,populartimes,coordinates.lat,coordinates.lng,time_spent,time_wait
114,ChIJ9aOD_sDGhkcRNP8QxUzJI9A,Pasticceria San Gregorio S.a.s.,"Via S. Gregorio, 1, 20124 Milano MI, Italy","['bakery', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",3.9,384.0,+39 02 2952 4182,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 6, 11, 16, 20, 24, 24, 23, 20, 19, 21, 28, 36, 37, 28, 15, 6, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 4, 11, 19, 25, 26, 23, 22, 24, 26, 23, 20, 24, 34, 34, 20, 6, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 4, 12, 19, 22, 25, 29, 31, 26, 22, 23, 28, 33, 32, 26, 17, 9, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 8, 17, 21, 24, 29, 34, 33, 28, 23, 24, 30, 35, 35, 28, 18, 8, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 6, 13, 22, 28, 31, 29, 26, 24, 26, 27, 28, 32, 35, 32, 21, 9, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 5, 15, 28, 43, 52, 52, 43, 33, 32, 45, 66, 82, 79, 59, 33, 13, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 9, 22, 23, 26, 42, 58, 62, 51, 40, 47, 75, 100, 96, 64, 29, 8, 0, 0, 0]}]",45.4777433,9.207859799999998,"[15, 45]",
115,ChIJD1UbDF_BhkcRNwXcjYilP84,Dixieland Café,"Piazzale Aquileia, 12, 20144 Milano MI, Italy","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3.9,166.0,+39 02 436915,,,45.46088400000001,9.162951999999999,,
116,ChIJL5cNId3GhkcRpSIAVnhtypA,Art Factory Cafè,"Viale Andrea Doria, 17, 20124 Milano MI, Italy","['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",3.6,450.0,+39 02 669 4578,,,45.4856247,9.2105049,,
117,ChIJPUNBG6bGhkcRCuJXcAYN1w0,Arnold Coffee,"Via Festa del Perdono, 1, 20123 Milano MI, Italy","['cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",3.7,605.0,,,,45.4615729,9.194993400000001,,
118,ChIJeZHnxlvBhkcR7djE8EqVI6s,Pasticceria San Carlo.,"Via Matteo Bandello, 1, 20123 Milano MI, Italy","['cafe', 'food', 'point_of_interest', 'establishment']",4.1,394.0,+39 02 481 2227,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 14, 31, 49, 64, 68, 61, 46, 31, 23, 25, 33, 42, 44, 40, 28, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 25, 42, 56, 62, 60, 52, 40, 31, 24, 24, 30, 39, 44, 42, 31, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 23, 41, 59, 73, 75, 66, 50, 34, 28, 32, 44, 53, 50, 34, 15, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 19, 32, 47, 58, 64, 61, 56, 47, 38, 32, 37, 56, 74, 66, 37, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 28, 41, 53, 62, 66, 61, 51, 40, 32, 32, 42, 56, 59, 48, 29, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 14, 33, 55, 74, 82, 77, 62, 49, 42, 42, 48, 52, 52, 46, 34, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 1, 12, 37, 70, 97, 100, 75, 44, 28, 33, 56, 73, 67, 42, 17, 0, 0, 0]}]",45.4654,9.168500000000002,"[15, 45]",
119,ChIJjcBseK7GhkcRQ-PznMmWVUA,Ristorante Savini,"Via Ugo Foscolo, 5, 20121 Milano MI, Italy","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.0,1411.0,+39 02 7200 3433,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 20, 41, 65, 81, 85, 83, 78, 73, 67, 62, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 21, 40, 59, 72, 77, 76, 71, 65, 59, 57, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 12, 38, 64, 68, 69, 85, 87, 70, 57, 54, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 24, 38, 55, 70, 80, 83, 78, 67, 55, 46, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 24, 38, 54, 68, 79, 82, 75, 61, 48, 45, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 27, 38, 47, 59, 74, 91, 100, 94, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 19, 31, 43, 53, 62, 74, 86, 94, 92, 79, 0, 0, 0, 0, 0, 0]}]",45.465728,9.1905653,"[10, 60]",
120,ChIJn89Nb7LGhkcR-b9AyvG4vzs,San Giuseppe,"Via Verdi, 20121 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.4,231.0,+39 02 805 2320,,,45.46851729999999,9.1890833,,
121,ChIJoTZGw67GhkcREy4aECdOf6s,Duomo di Milano,"Piazza del Duomo, 20122 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.8,93522.0,+39 02 7202 3375,7.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 39, 44, 42, 40, 42, 42, 37, 27, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 30, 34, 33, 31, 31, 31, 28, 21, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 31, 36, 35, 34, 38, 40, 38, 31, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25, 38, 43, 42, 42, 47, 51, 45, 32, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 27, 41, 48, 48, 47, 51, 55, 50, 36, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 42, 65, 76, 72, 74, 88, 100, 89, 61, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 48, 75, 83, 75, 76, 87, 94, 84, 59, 0, 0, 0, 0, 0]}]",45.4640976,9.1919265,,
122,ChIJgxy_RFrBhkcRWVrH08TNW-0,Santa Maria delle Grazie,"Piazza di Santa Maria delle Grazie, 20123 Milano MI, Italy","['church', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,10617.0,+39 02 467 6111,,,45.465963,9.170962099999999,,
123,ChIJt1PB9qvGhkcRwIetkCDW1qM,Santa Maria presso San Satiro,"20123 Milan, Metropolitan City of Milan, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.7,2919.0,+39 02 874683,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 16, 20, 30, 35, 34, 34, 34, 29, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 32, 40, 44, 42, 35, 26, 18, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19, 27, 35, 41, 42, 39, 32, 23, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 24, 33, 50, 58, 51, 40, 33, 27, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 38, 57, 63, 55, 48, 43, 34, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26, 41, 50, 53, 64, 85, 97, 79, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 92, 100, 76, 0, 0, 0, 0, 0, 0]}]",45.4627778,9.1877778,,
124,ChIJCfxX3lbBhkcRY78V8stFXio,Basilica di Sant'Ambrogio,"Piazza Sant'Ambrogio, 15, 20123 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.7,8483.0,+39 02 8645 0895,,,45.46232920000001,9.175612000000001,,
125,ChIJpSr6-P_DhkcRFjrdAKON44Q,Basilica San Lorenzo Maggiore,"Corso di Porta Ticinese, 35, 20123 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,839.0,+39 02 8940 4129,,,45.4582128,9.1820776,,
126,ChIJwXREBDHBhkcR2pUFCgmgM3k,Basilica Santuario Sant'Antonio di Padova,"Via Carlo Farini, 10, 20154 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.7,234.0,+39 02 655 1145,,,45.4849334,9.182101699999999,,
127,ChIJYYp13h6NhkcRDXbwYb-DrXA,Church of San Bernardino,"Cascina S. Bernardino, 1, 20025 Legnano MI, Italy","['church', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",4.1,15.0,,,,45.57882790000001,8.8989662,,
128,ChIJv8q2DMLDhkcRaFljenn-0t4,San Cristoforo sul Naviglio,"Via S. Cristoforo, 3, 20144 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,292.0,+39 02 4895 1413,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 2, 5, 8, 14, 18, 14, 12, 12, 13, 12, 10, 8, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 2, 4, 7, 9, 9, 7, 6, 9, 15, 19, 17, 11, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 15, 17, 14, 10, 9, 15, 21, 19, 10, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 5, 9, 12, 12, 10, 10, 13, 17, 20, 20, 17, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 14, 15, 13, 12, 14, 19, 22, 19, 13, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 33, 48, 43, 27, 19, 27, 42, 48, 39, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 63, 100, 62, 25, 26, 44, 61, 66, 54, 0, 0, 0, 0, 0]}]",45.4477319,9.1547713,,
129,ChIJGZvSZKbGhkcRgY3Fu2xpR-8,Tempio Valdese,"Via Francesco Sforza, 12 a, 20122 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.3,47.0,+39 02 7602 1069,,,45.46148470000001,9.1969511,,
130,ChIJ7yy6eaDFhkcRSzJkw_utHqw,Chiaravalle Abbey,"Via Sant'Arialdo, 102, 20139 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,1722.0,+39 02 5740 3404,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 10, 0, 0, 0, 10, 15, 10, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 13, 0, 0, 0, 12, 17, 14, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 10, 0, 0, 0, 17, 19, 10, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 13, 0, 0, 0, 20, 21, 10, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 30, 0, 0, 0, 38, 53, 47, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 41, 56, 0, 0, 0, 75, 100, 64, 0, 0, 0, 0, 0, 0]}]",45.4158462,9.236095,,
131,ChIJIdmHU5C5hkcRli0X4XEgY9U,Convento S. Maria delle Grazie,"Via Montecassino, 18, 20900 Monza MB, Italy","['church', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,430.0,+39 039 322890,,,45.5912939,9.285006499999998,,
132,ChIJZRlLc6K5hkcRBrJIM1td7VA,Monza Cathedral,"Piazza Duomo, 20900 Monza MB, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,2827.0,+39 039 389420,3.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 27, 27, 0, 0, 0, 17, 25, 24, 16, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 2, 7, 14, 19, 16, 0, 0, 0, 11, 19, 24, 21, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 6, 17, 28, 28, 0, 0, 0, 10, 19, 29, 26, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 21, 26, 0, 0, 0, 16, 24, 23, 14, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 2, 6, 12, 16, 15, 0, 0, 0, 18, 22, 18, 10, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 6, 15, 25, 27, 0, 0, 0, 39, 73, 87, 65, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 2, 13, 38, 66, 76, 0, 0, 0, 62, 100, 97, 56, 0, 0, 0, 0, 0]}]",45.5835552,9.2754637,,
133,ChIJmc8Gtv3DhkcRdOCH6YFVWCg,San Vincenzo in Prato,"Via Daniele Crespi, 6, 20123 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.5,120.0,+39 02 837 3107,,,45.45770159999999,9.1739699,,
134,ChIJZbjxOpm5hkcRVXKJeNJCHn0,Chiesa e Convento di Santa Maria al Carrobiolo,"Piazza Carrobiolo, 8, 20900 Monza MB, Italy","['library', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.7,19.0,+39 039 323717,,,45.5870994,9.2773023,,
135,ChIJOff4bvy7hkcRHdWocKUMiSc,St. Charles Church,"Via S. Carlo, 20035 Lissone MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.3,7.0,,,,45.60989729999999,9.239194099999999,,
136,ChIJaXILpeS7hkcRCrXhhVy7dsA,Chiesa Prepositurale dei S. S. Pietro e Paolo,"Piazza Giovanni-XXIII, 7, 20851 Lissone MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,122.0,+39 039 480214,,,45.6113548,9.2380914,,
137,ChIJpzHt3nbEhkcRRd3B7RZPILM,Chiesa Cattolica Parrocchiale di Santa Maria Annunciata in Chiesa Rossa,"Via Neera, 24, 20141 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.5,206.0,+39 02 8950 0817,,,45.43288920000001,9.1780489,,
138,ChIJ_wHBBALEhkcRAwEJ-7YSnPE,Basilica di Sant'Eufemia,"Piazza Sant'Eufemia, 2, 20122 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.4,268.0,+39 02 8645 1154,,,45.4574892,9.1883871,,
139,ChIJEe2OFaPGhkcRM2V9Ep6pL0E,Santa Maria della Passione,"Via Vincenzo Bellini, 2, 20122 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,270.0,+39 02 7602 1370,,,45.46520059999999,9.2032717,,
140,ChIJz45UBR_HhkcR-8ELj72NhBg,Chiesa Cristiana Dello Spirito Santo | Milano | IURD,"Viale Monza, 101, (Stz. Metro Rossa - Rovereto), 20125 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.5,17.0,+39 02 4549 4940,,,45.4964229,9.219630100000002,,
141,ChIJf1e4TwzChkcRgifXuyX_1s4,Parrocchia Sant'Ambrogio V. e Dott.,"Via Rimembranze, 1, 20090 Trezzano sul Naviglio MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.5,88.0,+39 02 445 1105,,,45.4184865,9.0685497,,
142,ChIJMxsIu8y4hkcRpk4oM9LQF2Q,Parrocchia Sant'Ambrogio,"Piazza Antonio Gramsci, 1, 20092 Cinisello Balsamo MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.3,187.0,+39 02 6604 6032,,,45.5562201,9.2146901,,
143,ChIJWdinYyTChkcRWyvQPPfosDw,Cooperativa Sociale Comunita' Del Giambellino,"Via Zurigo, 65, 20147 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",,,+39 02 419524,,,45.4573846,9.1204168,,
144,ChIJTSlRLUmUhkcRKI_UAhWWE14,Parrocchia S.S. Alessandro e Martino,"Via Cesare Battisti, 1, 20020 Cesate MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.3,65.0,+39 02 9906 8905,,,45.595305,9.0785421,,
145,ChIJmbmKJRHBhkcRp9Ki-RKQczs,Parish of St. Joseph of Peace,"Via Fratelli Salvioni, 10, 20154 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,109.0,+39 02 314101,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 4, 5, 5, 4, 4, 2, 0, 0, 2, 5, 9, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 3, 10, 14, 13, 7, 1, 1, 1, 6, 12, 18, 22, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 2, 6, 9, 8, 5, 1, 0, 1, 6, 14, 22, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 3, 8, 8, 4, 1, 0, 1, 1, 1, 2, 7, 11, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 12, 6, 1, 1, 0, 0, 1, 1, 1, 1, 4, 11, 21, 28, 26, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 15, 24, 21, 9, 1, 0, 6, 15, 26, 37, 43, 40, 31, 19, 8, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 16, 56, 100, 97, 52, 16, 6, 8, 11, 10, 48, 35, 0, 0, 0, 0]}]",45.4859115,9.161032999999998,,
146,ChIJiWFJgJXFhkcRH0TGXOvhrFk,Sacra Famiglia In Rogoredo Parish,"Via Monte Peralba, 15, 20138 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.4,91.0,+39 02 514135,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 7, 0, 0, 0, 0, 11, 21, 16, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 5, 9, 10, 8, 0, 0, 0, 0, 17, 20, 15, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 5, 4, 0, 0, 0, 0, 27, 27, 15, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 7, 6, 0, 0, 0, 0, 8, 7, 3, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 3, 5, 6, 4, 2, 0, 0, 0, 0, 24, 28, 19, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 2, 9, 15, 14, 0, 0, 0, 10, 19, 24, 20, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 1, 0, 14, 71, 100, 0, 0, 0, 14, 24, 26, 17, 0, 0, 0, 0, 0]}]",45.43236369999999,9.243724799999999,,
147,ChIJj6D6xrrGhkcR80kY4AWsXZg,Seminario Arcivescovile di Milano,"Corso Venezia, 11, 20121 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.1,16.0,+39 02 783941,,,45.4682705,9.197656400000001,,
148,ChIJk6JilczFhkcR3uRtRTY7jsE,Parrocchia Medaglia Miracolosa Or,"Viale Lucania, 16, 20139 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",3.0,7.0,+39 02 5741 0299,,,45.44198369999999,9.2245289,,
149,ChIJ47IFNzjBhkcRCQZvpOpnqRU,chiesa della Santissima Trinità,"Via Giuseppe Giusti, 25, 20154 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.3,62.0,+39 02 331 1831,,,45.4798417,9.1759475,,
150,ChIJN-3708TDhkcRRD54rjQUjYU,Chiesa Parrocchiale di San Vito al Giambellino,"Via Tito Vignoli, 35, 20146 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.1,87.0,+39 02 474935,,,45.45118739999999,9.1474389,,
151,ChIJt-lt0KvGhkcRJFej_rYRySQ,Provincia Lombarda Chierici Regolari Di S.Paolo Detti Barnabiti,"Piazza Giuseppe Missori, 4, 20122 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",,,+39 02 722171,,,45.4610092,9.1878399,,
152,ChIJT28u2CzChkcRjyHi27CZnqQ,Parrocchia Santi Patroni D'Italia,"Via Arzaga, 23, 20146 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.1,61.0,+39 02 4830 2884,,,45.4555263,9.133585499999999,,
153,ChIJa8yySNGShkcRPpoo5jWNjQ4,Oratorio Femminile Sacra Famiglia,"Via Meda, 1, 20014 Nerviano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",3.9,8.0,+39 0331 177019,,,45.556814,8.974230900000002,,
154,ChIJ9WNO4LXAhkcR94lRqPv2m_c,Parrocchia San Martino in Niguarda,"Piazza Belloveso, 5, 20162 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.1,79.0,+39 02 647 2092,,,45.5157469,9.195017600000002,,
155,ChIJ-QGdVAfEhkcR5PXbaEr1tk4,Basilica di Sant'Eustorgio,"Piazza Sant'Eustorgio, 1, 20122 Milano MI, Italy","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,1873.0,+39 02 5810 1583,,,45.4539925,9.181069200000001,,
156,ChIJwW7Ie4vGhkcRilTVgieFzSI,Associazione Casamica Onlus,"Via Cesare Saldini, 26, 20133 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.2,15.0,+39 02 7109 2888,,,45.4719641,9.227631799999997,,
157,ChIJ9WdszWPGhkcRse7Jg0YkTZM,Associazione Casamica Onlus,"Via Sant'Achilleo, 4, 20133 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.7,35.0,+39 02 7104 0296,,,45.46795119999999,9.2345734,,
158,ChIJZ_vDij6_hkcRgr9Ns4Eso04,Regina Pacis Parish,"Via Lauro, 1, 20095 Cusano Milanino MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.2,62.0,+39 02 619 3094,,,45.55649369999999,9.192754700000002,,
159,ChIJL1dsvYnGhkcRvkGtBhAMcP0,Chiesa Cattolica Parrocchiale Basilica dei Santi Nereo e Achilleo,"Viale Argonne, 56, 20133 Milano MI, Italy","['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.3,118.0,+39 02 743479,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 11, 11, 0, 0, 0, 4, 11, 16, 13, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 13, 13, 0, 0, 0, 9, 14, 16, 16, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 13, 13, 0, 0, 0, 7, 11, 13, 12, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 9, 7, 0, 0, 0, 7, 12, 13, 9, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 2, 0, 0, 0, 8, 11, 12, 10, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 12, 11, 0, 0, 0, 2, 10, 27, 36, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 18, 57, 100, 95, 0, 0, 0, 5, 19, 39, 42, 0, 0, 0, 0, 0]}]",45.468122,9.233497,,
160,ChIJzQGjAnm5hkcRYIuEx1R8bvo,Synlab MONZA CAM POLIDIAGNOSTICO,"Via Martiri della Foibe, Viale Elvezia, 1, 20900 Monza MB, Italy","['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",3.7,87.0,+39 039 23971,,,45.5950755,9.250454799999998,,
161,ChIJ9el3ikTBhkcRsnFT_Ie31Ww,Dr. Rubin Benjamin,"Via Francesco Petrarca, 3, 20123 Milano MI, Italy","['doctor', 'health', 'point_of_interest', 'establishment']",5.0,3.0,+39 02 469 4441,,,45.4713551,9.1698102,,
