,id,name,address,types,international_phone_number,coordinates.lat,coordinates.lng,rating,rating_n,populartimes,time_spent,current_popularity,time_wait
231,ChIJ5Yzhq1HBhkcRs6DVnB9dpTE,Sports Library,"Via Giosuè Carducci, 9, 20123 Milano MI, Italy","['book_store', 'point_of_interest', 'store', 'establishment']",+39 02 805 5355,45.466453,9.176231,4.2,44.0,,"[30, 30]",,
232,ChIJySENMIjGhkcRjNepJJY9IRo,Libreria del Convegno,"Via Lomellina, 35, 20133 Milano MI, Italy","['book_store', 'point_of_interest', 'store', 'establishment']",+39 02 743556,45.4660705,9.2299777,4.5,166.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 22, 50, 77, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 18, 18, 18, 0, 13, 18, 31, 40, 22, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 45, 54, 36, 13, 0, 13, 27, 36, 31, 18, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 36, 31, 18, 0, 22, 31, 36, 27, 18, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 31, 36, 27, 13, 0, 18, 40, 45, 45, 72, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 100, 45, 4, 0, 31, 54, 54, 36, 18, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[30, 30]",,
233,ChIJyealfcHGhkcR53sbCiZ_Nes,a+mbookstore,"Via Alessandro Tadino, 30, 20124 Milano MI, Italy","['book_store', 'art_gallery', 'point_of_interest', 'store', 'establishment']",,45.479941,9.208660499999999,3.0,,,,,
234,ChIJZ9DeIOvDhkcR4yev4xcv6O4,Mondadori Bookstore,"Via Ettore Ponti, 21, 20143 Milano MI, Italy","['book_store', 'point_of_interest', 'store', 'establishment']",+39 02 3966 1919,45.4419358,9.1570207,4.3,256.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 38, 38, 27, 22, 34, 53, 56, 37, 15, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[60, 60]",,
235,ChIJDwzms63GhkcRtT1O13aNHfw,Zanaria Filatelici,"Via Santa Margherita, 6, 20121 Milano MI, Italy","['book_store', 'finance', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",+39 02 805 2427,45.4654957,9.1881569,4.8,6.0,,,,
236,ChIJNYWrI-HDhkcR3R63ILyoS94,Oldani Cartoleria,"Via Cola di Rienzo, 2, 20144 Milano MI, Italy","['book_store', 'point_of_interest', 'store', 'establishment']",+39 02 474746,45.4565482,9.1609833,4.3,14.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 9, 23, 42, 61, 66, 57, 38, 33, 57, 95, 85, 42, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 14, 28, 52, 76, 85, 80, 71, 66, 71, 71, 57, 38, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 14, 42, 52, 52, 57, 57, 42, 42, 61, 85, 66, 28, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 9, 19, 28, 38, 38, 33, 28, 19, 23, 57, 85, 66, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 4, 42, 90, 57, 38, 38, 28, 28, 47, 80, 80, 42, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 100, 90, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[15, 15]",,
237,ChIJTcRyf_vDhkcRLl-h2XFyuIE,Milano Fashion Library,"Via Alessandria, 8, 20144 Milano MI, Italy","['library', 'book_store', 'point_of_interest', 'store', 'establishment']",+39 02 8331 1211,45.4542622,9.1718461,4.1,14.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 38, 61, 66, 0, 57, 57, 57, 52, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 80, 100, 90, 0, 90, 90, 80, 66, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 47, 61, 71, 0, 57, 61, 66, 61, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 52, 57, 85, 0, 80, 85, 85, 52, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 38, 38, 28, 0, 33, 47, 42, 19, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",,,
238,ChIJj7zIKjTBhkcRsYhjbxkVNjQ,Alastor,"Via Alessandro Volta, 15, 20121 Milano MI, Italy","['book_store', 'point_of_interest', 'store', 'establishment']",+39 02 6379 3621,45.48003000000001,9.183213499999999,4.5,363.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 20, 25, 33, 29, 23, 25, 22, 9, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 33, 24, 30, 31, 26, 25, 25, 20, 12, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 15, 24, 25, 25, 25, 25, 19, 13, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 19, 19, 18, 25, 37, 46, 39, 23, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 19, 26, 30, 31, 33, 36, 36, 27, 15, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 72, 69, 53, 68, 75, 83, 100, 75, 27, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[30, 30]",,
239,ChIJ1aAhyVHBhkcRMlO57L6cyS8,Libreria Il Domani,"Piazzale Luigi Cadorna, 9, 20123 Milano MI, Italy","['book_store', 'point_of_interest', 'store', 'establishment']",+39 02 8645 2987,45.4674932,9.176434199999997,4.2,50.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 12, 27, 52, 60, 40, 18, 7, 7, 3, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 21, 23, 10, 20, 40, 50, 43, 25, 10, 7, 5, 1, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 16, 18, 20, 40, 70, 76, 45, 16, 3, 0, 7, 9, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 10, 18, 63, 100, 63, 16, 3, 7, 12, 3, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 29, 34, 52, 61, 40, 16, 9, 12, 10, 5, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[30, 30]",,
240,ChIJF2njElfBhkcRknl6xuXovCg,Libreria il Trittico,"Via San Vittore, 3, 20123 Milano MI, Italy","['book_store', 'point_of_interest', 'store', 'establishment']",+39 02 435798,45.462419,9.173062,4.6,37.0,,,,
241,ChIJleqNEP3DhkcRXDVGvA-sgEk,Linea D'ombra Milano,"Via S. Calocero, 29, 20123 Milano MI, Italy","['book_store', 'point_of_interest', 'store', 'establishment']",+39 02 832 1175,45.4577114,9.171896999999998,4.6,42.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 32, 38, 29, 0, 0, 20, 50, 64, 38, 8, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 32, 35, 26, 0, 0, 17, 35, 50, 44, 23, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 23, 26, 23, 0, 0, 11, 32, 61, 73, 55, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 23, 8, 0, 0, 11, 32, 32, 38, 35, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 32, 26, 17, 0, 0, 29, 52, 82, 100, 79, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 35, 41, 32, 17, 17, 44, 76, 79, 47, 14, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[45, 45]",,
242,ChIJGT1-2ovDhkcRBicgWp38FiE,Bowling dei fiori,"Via Privata Renzo e Lucia, 4, 20142 Milano MI, Italy","['bowling_alley', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",+39 02 843 5728,45.43518599999999,9.170579,3.8,1581.0,"[{'name': 'Monday', 'data': [21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 14, 16, 16, 19, 30, 38, 34]}, {'name': 'Tuesday', 'data': [21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 10, 8, 6, 8, 15, 22, 18]}, {'name': 'Wednesday', 'data': [8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 17, 17, 13, 12, 18, 24, 21]}, {'name': 'Thursday', 'data': [13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 16, 18, 15, 12, 20, 36, 35]}, {'name': 'Friday', 'data': [16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 13, 15, 14, 15, 26, 47, 59]}, {'name': 'Saturday', 'data': [47, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 34, 38, 31, 23, 25, 46, 78, 100]}, {'name': 'Sunday', 'data': [90, 58, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 33, 43, 41, 29, 17, 14, 23, 35, 34]}]","[60, 150]",,
243,ChIJcwIkSQPHhkcRprFZsMtSfTc,PlayUp Milano,"Via Francesco Cavezzali, 9/11, 20127 Milano MI, Italy","['bowling_alley', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",+39 02 289 4929,45.49657029999999,9.229675499999999,3.8,545.0,"[{'name': 'Monday', 'data': [4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 8, 11, 11, 14, 22, 28, 23]}, {'name': 'Tuesday', 'data': [11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 9, 13, 16, 19, 26, 35, 27]}, {'name': 'Wednesday', 'data': [10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 10, 11, 12, 16, 24, 31, 27]}, {'name': 'Thursday', 'data': [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 12, 12, 11, 15, 19, 19, 15]}, {'name': 'Friday', 'data': [8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 14, 16, 18, 29, 52, 59, 59]}, {'name': 'Saturday', 'data': [43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25, 45, 65, 74, 71, 73, 88, 100, 83]}, {'name': 'Sunday', 'data': [46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 53, 56, 47, 41, 41, 38, 30, 20, 11]}]","[60, 150]",,
244,ChIJUWkt5DzDhkcRxyoqR-_cdRk,Bowling Mediolanum Forum,"Via Giuseppe di Vittorio, 6, 20090 Assago MI, Italy","['bowling_alley', 'point_of_interest', 'establishment']",+39 02 4885 7210,45.4021338,9.1412175,4.1,292.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 5, 3]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 12, 7]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 16, 9]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 12, 12, 35, 60, 52]}, {'name': 'Saturday', 'data': [22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 38, 49, 38, 22, 23, 52, 89, 100]}, {'name': 'Sunday', 'data': [71, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24, 48, 55, 38, 17, 11, 19, 23, 15]}]","[90, 150]",,
245,ChIJa-hQP_fHhkcRwpEMQ1Y3v8w,Time2Enjoy di Play S.p.A.,"Piazza Cinque Giornate, 10, 20129 Milano MI, Italy","['bowling_alley', 'amusement_park', 'point_of_interest', 'establishment']",+39 02 8089 8025,45.4621187,9.2077976,,,,,,
246,ChIJMeVy8pvIhkcR3DywRLdDkI4,Bowling Laser Game,"Via Rivoltana, 64, 20090 Segrate MI, Italy","['bowling_alley', 'point_of_interest', 'establishment']",+39 338 197 8093,45.47440659999999,9.2857734,3.6,,,,,
247,ChIJr0oYlJTGhkcRmPerohDt2rM,P.za Adelaide Di Savoia,"20129 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.47358619999999,9.214640399999999,,,,,,
248,ChIJ8RZuT03BhkcRukgZEmQh0Jk,Via Cusani,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4687137,9.184650199999998,5.0,,,,,
249,ChIJz6hccFLBhkcRqeP7DjMTkDs,Cairoli M1,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4675799,9.1809671,5.0,,,,,
250,ChIJUdK4cFLBhkcR_Nk_hxRMhTA,Cairoli M1,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.46783,9.1811281,,,,,,
251,ChIJbfUfE03BhkcRhhtG7HpAr2c,Cairoli M1,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.46926699999999,9.1833171,4.3,,,,,
252,ChIJeeJ3Ua_GhkcROCYiZQBevbQ,Via Larga,"20122 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4627381,9.1941256,,,,,,
253,ChIJtUmgIU7BhkcRWPD1leFYZko,Cadorna M1 M2 S R,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4687715,9.177871699999999,4.0,2.0,,,,
254,ChIJny3TVq_GhkcRmbDbSASgLd0,Via Larga,"20122 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.46270839999999,9.1944857,1.0,,,,,
255,ChIJHwGnJk7BhkcR3QHcosrxdkA,Cadorna M1 m2,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4688123,9.177572999999999,,,,,,
256,ChIJcbxdLE7BhkcRJ8zjYb07Cbw,Cadorna M1 m2,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.469022,9.1766392,5.0,,,,,
257,ChIJF3GsLE7BhkcRb8cfcd1zACw,Cadorna M1 m2,"20123 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4688387,9.1764525,5.0,,,,,
258,ChIJ0yDwzk_BhkcRO25d_j6mzpw,MILANO - Via Jacini area CADORNA,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.469365,9.176118,,,,,,
259,ChIJQUZRuk_BhkcROfSmnfMF8vM,MILANO - Via Gadio Area Cadorna/Parco Sempione,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.47020699999999,9.176001000000001,,,,,,
260,ChIJyaZfRADEhkcR6nqLT_OO8Ig,Via Molino Delle Armi P.za Vetra,"20123 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.45694779999999,9.1832139,5.0,3.0,,,,
261,ChIJT7qdtafGhkcRW6qgQ2Z6wB4,Ospedale Policlinico,"20122 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4598591,9.1954451,4.5,,,,,
262,ChIJiVlQ5EvBhkcRRwqpWcI80gk,Acquario Civico,"20121 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4735691,9.1812613,3.9,3414.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 33, 27, 22, 24, 24, 17, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 22, 18, 15, 14, 14, 12, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 24, 21, 20, 25, 23, 13, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24, 29, 20, 14, 15, 15, 13, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 41, 38, 37, 46, 52, 38, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 54, 86, 85, 67, 82, 100, 64, 0, 0, 0, 0, 0, 0, 0]}]","[45, 90]",,
263,ChIJv8xcRabGhkcR_ZjLqiFUbmg,Via F. Sforza Via Andreani,"20122 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4604113,9.1962102,,,,,,
264,ChIJQTDwQgDEhkcRl5funlNqXkE,Via Molino Delle Armi P.za Vetra,"20122 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.456817,9.182979200000002,4.7,3.0,,,,
265,ChIJwRZ6iQLEhkcRlrVzbSN4GjQ,Via S. Sofia Via S. Senatore,"20122 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4569766,9.190124899999999,,,,,,
266,ChIJn86aiwLEhkcROdtDvw6IrZ0,Via S. Sofia Via S. Senatore,"20122 Milan, Metropolitan City of Milan, Italy","['bus_station', 'transit_station', 'point_of_interest', 'establishment']",,45.4569003,9.190363699999999,,,,,,
267,ChIJs6BQZUrBhkcR2zi88W4fDXw,California Bakery,"Corso Garibaldi, 89, 20121 Milano MI, Italy","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",+39 02 3981 1750,45.4767309,9.184025900000002,3.7,414.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 10, 12, 20, 33, 32, 27, 29, 30, 26, 18, 11, 5, 2, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 13, 21, 27, 28, 25, 21, 18, 17, 16, 15, 13, 10, 6, 2]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 13, 16, 18, 20, 21, 22, 21, 19, 17, 16, 14, 11, 8, 5]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 14, 18, 25, 32, 31, 29, 30, 32, 29, 24, 16, 10, 5, 2]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 16, 25, 33, 37, 39, 38, 35, 27, 19, 14, 15, 15, 11, 5]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 22, 35, 47, 54, 58, 64, 74, 75, 60, 40, 31, 32, 26, 14]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 27, 47, 65, 72, 74, 82, 98, 100, 75, 41, 18, 8, 4, 2]}]",,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0]}]"
268,ChIJ278WkCTHhkcRe7bLnN_K90U,Ristorante Callistos,"Piazza Greco, 10, 20125 Milano MI, Italy","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",+39 02 9415 0944,45.5019041,9.2124541,3.1,170.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 3, 10, 3, 0, 0, 0, 6, 23, 43, 53, 40, 20]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 20, 20, 13, 0, 0, 0, 16, 40, 60, 53, 30, 10]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 36, 36, 20, 0, 0, 0, 6, 16, 26, 26, 23, 13]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 26, 33, 30, 0, 0, 0, 13, 40, 80, 100, 83, 43]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 23, 23, 13, 0, 0, 0, 20, 30, 40, 43, 26, 10]}]",,,
